compound_id|flavor_id|flavor_name
8530|34|rose
8530|50|citrus
8530|54|woody
8530|57|meaty
8530|59|green
8530|63|wine_like
8530|68|earthy
8530|81|fruity
8530|98|nutty
8530|162|fresh
8530|180|magnolia
8530|814|tropical
8530|848|waxy
8532|3|cucumber
8532|5|vegetable
8532|11|herbaceous
8532|18|fatty
8532|21|spicy
8532|33|floral
8532|44|sweet
8532|46|lemon
8532|48|melon
8532|50|citrus
8532|54|woody
8532|57|meaty
8532|59|green
8532|63|wine_like
8532|68|earthy
8532|73|cantaloupe
8532|78|grapefruit
8532|81|fruity
8532|83|peach
8532|92|watermelon
8532|98|nutty
8532|164|fruit
8532|404|clean
8532|489|fresh air
8532|656|ozone
8533|610|mild
8533|734|rubbery
8534|13|butter
8534|54|woody
8534|67|musty
8534|98|nutty
8534|99|peanut
8534|123|bitter
8534|140|cocoa
8534|206|peanut butter
8534|250|wood
8534|711|roasted
8535|68|earthy
8535|85|pineapple
8535|97|hazelnut
8535|712|roasted almonds
8536|44|sweet
8536|54|woody
8536|404|clean
8536|744|sandalwood
8538|107|fishy
8538|141|coffee
8538|217|roast
8538|231|sulfur
8539|1|celery
8539|59|green
8539|162|fresh
8539|426|cumin
8540|40|chocolate
8540|44|sweet
8540|59|green
8540|81|fruity
8540|123|bitter
8540|140|cocoa
8540|271|aldehydic
8540|352|butyric
8540|639|nut skin
8542|5|vegetable
8542|6|potato
8542|7|tomato
8542|15|creamy
8542|56|beef
8542|67|musty
8542|68|earthy
8542|99|peanut
8542|107|fishy
8542|145|cooked potato
8543|5|vegetable
8543|67|musty
8543|98|nutty
8543|140|cocoa
8543|718|root
8544|39|caramel
8544|44|sweet
8544|340|bready
8544|359|candy
8544|417|cotton
8544|788|sugar
8545|59|green
8545|104|pepper
8545|154|earth
8545|170|green pepper
8545|205|pea
8545|229|spice
8545|312|bell
8545|498|galbanum
8546|2|corn
8546|7|tomato
8546|40|chocolate
8546|97|hazelnut
8546|98|nutty
8546|123|bitter
8546|141|coffee
8546|211|popcorn
8546|217|roast
8546|339|bread crust
8546|385|chip
8547|5|vegetable
8547|7|tomato
8547|59|green
8547|68|earthy
8547|176|leaf
8547|240|tomato leaf
8547|605|metallic
8547|686|privet
8547|845|wasabi
8549|9|clove
8549|15|creamy
8549|17|oily
8549|21|spicy
8549|23|carnation
8549|36|anise
8549|37|balsam
8549|40|chocolate
8549|41|cinnamon
8549|44|sweet
8549|45|vanilla
8549|53|mesquite
8549|67|musty
8549|70|apricot
8549|71|banana
8549|75|coconut
8549|83|peach
8549|86|plum
8549|88|raspberry
8549|162|fresh
8549|229|spice
8549|245|warm
8550|18|fatty
8550|109|musky
8550|110|soapy
8550|453|dry
8550|622|musk
8550|684|powdery
8551|31|lily
8551|34|rose
8551|35|violet
8551|59|green
8551|162|fresh
8551|404|clean
8551|577|linalool
8552|51|cedar
8552|54|woody
8552|112|animal
8552|278|ambergris
8552|622|musk
8557|59|green
8557|95|sulfurous
8557|165|garlic
8557|200|onion
8557|605|metallic
8558|7|tomato
8558|196|mustard
8558|200|onion
8558|695|radish
8558|790|sulfury
8561|95|sulfurous
8561|200|onion
8561|785|strong
8711|15|creamy
8711|36|anise
8711|37|balsam
8711|44|sweet
8711|45|vanilla
8711|675|phenolic
8711|812|tonka
8717|37|balsam
8717|44|sweet
8717|81|fruity
8717|610|mild
8718|57|meaty
8718|95|sulfurous
8718|605|metallic
8718|675|phenolic
8718|711|roasted
8718|790|sulfury
8723|44|sweet
8723|96|almond
8723|123|bitter
8724|21|spicy
8724|54|woody
8724|531|herbal
8725|17|oily
8725|21|spicy
8725|59|green
8725|223|sharp
8725|252|acid
8725|426|cumin
8725|531|herbal
8730|105|medicinal
8730|420|creosote
8730|675|phenolic
8731|9|clove
8731|44|sweet
8731|54|woody
8731|100|walnut
8731|108|smoky
8731|229|spice
8731|453|dry
8731|684|powdery
8738|94|plastic
8738|98|nutty
8738|525|hawthorn
8738|610|mild
8738|675|phenolic
8739|15|creamy
8739|67|musty
8739|98|nutty
8739|525|hawthorn
8739|675|phenolic
8740|37|balsam
8740|243|urine
8740|467|faint
8741|33|floral
8741|44|sweet
8741|81|fruity
8741|119|balsamic
8741|164|fruit
8742|37|balsam
8742|81|fruity
8742|119|balsamic
8742|277|amber
8742|610|mild
8743|45|vanilla
8743|105|medicinal
8743|123|bitter
8743|600|medical
8744|313|benzaldehyde
8744|610|mild
8746|33|floral
8746|34|rose
8746|44|sweet
8746|72|berry
8746|74|cherry
8746|78|grapefruit
8746|100|walnut
8746|119|balsamic
8746|160|flower
8746|675|phenolic
8747|44|sweet
8747|59|green
8747|69|apple
8747|83|peach
8747|84|pear
8747|85|pineapple
8747|164|fruit
8748|44|sweet
8748|69|apple
8748|81|fruity
8748|85|pineapple
8748|531|herbal
8749|44|sweet
8749|59|green
8749|81|fruity
8749|89|strawberry
8749|292|apple skin
8749|825|unripe fruit
8750|69|apple
8750|81|fruity
8750|162|fresh
8751|69|apple
8751|81|fruity
8751|85|pineapple
8752|44|sweet
8752|69|apple
8752|81|fruity
8752|123|bitter
8754|25|geranium
8754|34|rose
8754|37|balsam
8754|70|apricot
8754|83|peach
8754|605|metallic
8754|684|powdery
8756|30|lavender
8756|33|floral
8756|50|citrus
8756|81|fruity
8756|123|bitter
8757|30|lavender
8757|47|lime
8757|50|citrus
8757|246|wax
8757|317|bergamot
8757|531|herbal
8758|25|geranium
8758|50|citrus
8758|59|green
8758|123|bitter
8758|531|herbal
8758|645|old wood
8758|814|tropical
8759|19|sour
8759|37|balsam
8759|81|fruity
8759|730|rosemary
8760|33|floral
8760|81|fruity
8764|9|clove
8764|37|balsam
8764|610|mild
8769|1|celery
8769|531|herbal
8769|585|lovage
8773|566|leather
8773|641|oakmoss
8775|17|oily
8775|81|fruity
8775|99|peanut
8775|110|soapy
8775|199|oil
8775|848|waxy
8781|68|earthy
8781|531|herbal
8781|536|humus
8781|822|undergrowth
8782|9|clove
8782|41|cinnamon
8782|44|sweet
8782|229|spice
8782|245|warm
8782|700|red hots
8783|41|cinnamon
8783|44|sweet
8783|203|paint
8783|229|spice
8783|245|warm
8783|359|candy
8783|700|red hots
8784|21|spicy
8784|41|cinnamon
8785|37|balsam
8785|42|honey
8785|44|sweet
8785|784|storax
8786|67|musty
8786|105|medicinal
8786|209|phenol
8786|675|phenolic
8787|33|floral
8787|44|sweet
8787|105|medicinal
8787|164|fruit
8788|33|floral
8788|44|sweet
8788|68|earthy
8788|98|nutty
8788|100|walnut
8788|160|flower
8788|245|warm
8789|54|woody
8789|94|plastic
8789|105|medicinal
8789|158|fecal
8789|566|leather
8789|600|medical
8789|675|phenolic
8790|105|medicinal
8790|112|animal
8790|186|medicine
8790|209|phenol
8790|224|smoke
8790|614|mimosa
8790|630|narcissus
8790|675|phenolic
8791|112|animal
8791|630|narcissus
8791|675|phenolic
8792|51|cedar
8792|98|nutty
8792|101|camphoraceous
8792|421|cresol
8792|629|naphthyl
8792|684|powdery
8792|856|ylang
8793|39|caramel
8793|59|green
8793|68|earthy
8793|108|smoky
8793|131|burnt
8794|34|rose
8794|40|chocolate
8794|44|sweet
8794|66|mushroom
8794|68|earthy
8794|74|cherry
8794|81|fruity
8794|94|plastic
8794|96|almond
8860|9|clove
8860|21|spicy
8860|36|anise
8860|37|balsam
8860|44|sweet
8860|104|pepper
8860|107|fishy
8860|110|soapy
8860|209|phenol
8860|223|sharp
8860|275|allspice
8860|675|phenolic
8860|684|powdery
8863|9|clove
8863|23|carnation
8863|45|vanilla
8863|53|mesquite
8863|55|bacon
8863|105|medicinal
8863|108|smoky
8863|123|bitter
8863|229|spice
8863|566|leather
8863|600|medical
8863|675|phenolic
8865|15|creamy
8865|39|caramel
8865|44|sweet
8865|45|vanilla
8865|54|woody
8865|74|cherry
8865|103|minty
8866|15|creamy
8866|44|sweet
8866|45|vanilla
8866|67|musty
8866|675|phenolic
8867|33|floral
8867|44|sweet
8867|54|woody
8867|103|minty
8867|614|mimosa
8869|45|vanilla
8869|74|cherry
8869|96|almond
8869|229|spice
8869|629|naphthyl
8877|67|musty
8877|139|chemical
8877|675|phenolic
8878|21|spicy
8878|531|herbal
8879|44|sweet
8879|105|medicinal
8879|141|coffee
8879|675|phenolic
8879|720|rooty
8880|453|dry
8880|480|flat
8882|58|leafy
8882|59|green
8882|531|herbal
8883|59|green
8883|81|fruity
8883|269|alcoholic
8883|460|ethereal
8883|472|fermented
8884|44|sweet
8884|81|fruity
8885|59|green
8885|460|ethereal
8887|258|acetic
8887|610|mild
8889|323|bland
8890|81|fruity
8890|162|fresh
8892|37|balsam
8892|44|sweet
8893|362|caramellic
8895|95|sulfurous
8895|184|meat
8895|219|roasted meat
8895|456|egg
8895|711|roasted
8917|85|pineapple
8937|107|fishy
8938|57|meaty
8938|751|savory
9015|44|sweet
9015|74|cherry
9015|96|almond
9015|123|bitter
9017|81|fruity
9018|24|gardenia
9018|59|green
9018|70|apricot
9018|81|fruity
9018|551|jasmin
9019|34|rose
9019|66|mushroom
9019|68|earthy
9019|119|balsamic
9021|323|bland
9030|51|cedar
9030|54|woody
9030|135|camphor
9030|210|pine
9030|229|spice
9030|531|herbal
9030|676|pine needle
9043|107|fishy
9043|282|ammonia
9044|95|sulfurous
9044|165|garlic
9044|200|onion
9044|410|cooked
9046|59|green
9057|643|odorless
9066|54|woody
9066|135|camphor
9066|479|fir needle
9066|531|herbal
9067|44|sweet
9067|54|woody
9067|545|ionone
9068|54|woody
9068|103|minty
9068|105|medicinal
9068|123|bitter
9068|135|camphor
9068|531|herbal
9068|675|phenolic
9076|21|spicy
9076|116|amine
9076|123|bitter
9080|131|burnt
9080|788|sugar
9128|51|cedar
9128|54|woody
9128|162|fresh
9128|453|dry
9128|667|pencil
9128|698|red cedar
9136|643|odorless
9181|21|spicy
9181|37|balsam
9181|81|fruity
9181|350|buttery
9182|69|apple
9182|81|fruity
9182|89|strawberry
9182|162|fresh
9182|178|licorice
9183|57|meaty
9183|98|nutty
9183|410|cooked
9183|711|roasted
9184|57|meaty
9184|98|nutty
9184|410|cooked
9184|711|roasted
9185|19|sour
9185|44|sweet
9185|81|fruity
9185|350|buttery
9185|434|dairy
9185|460|ethereal
9185|709|ripe
9185|736|rummy
9185|814|tropical
9186|854|winey
9187|50|citrus
9188|46|lemon
9189|18|fatty
9189|81|fruity
9189|848|waxy
9190|18|fatty
9190|514|greasy
9191|44|sweet
9191|68|earthy
9191|531|herbal
9194|34|rose
9194|44|sweet
9194|81|fruity
9194|633|neroli
9194|673|petitgrain
9195|25|geranium
9195|33|floral
9195|34|rose
9195|58|leafy
9195|81|fruity
9195|236|tea
9259|57|meaty
9259|531|herbal
9269|33|floral
9269|59|green
9270|33|floral
9270|49|orange
9270|50|citrus
9270|59|green
9270|81|fruity
9270|848|waxy
9271|50|citrus
9271|59|green
9272|17|oily
9272|21|spicy
9272|33|floral
9272|34|rose
9274|18|fatty
9274|21|spicy
9274|271|aldehydic
9277|50|citrus
9277|78|grapefruit
9277|81|fruity
9282|123|bitter
9283|95|sulfurous
9284|33|floral
9284|81|fruity
9286|103|minty
9286|187|menthol
9286|190|mint
9286|228|spearmint
9286|229|spice
9286|531|herbal
9287|172|herb
9287|245|warm
9287|531|herbal
9288|21|spicy
9288|44|sweet
9288|81|fruity
9288|350|buttery
9289|33|floral
9289|59|green
9289|81|fruity
9290|102|tobacco
9290|418|coumarinic
9290|560|lactonic
9290|675|phenolic
9290|812|tonka
9291|50|citrus
9291|78|grapefruit
9291|164|fruit
9292|21|spicy
9293|55|bacon
9293|57|meaty
9293|775|smoked
9294|44|sweet
9294|414|cooling
9295|103|minty
9296|5|vegetable
9296|18|fatty
9296|59|green
9296|197|nut
9297|128|bread
9297|141|coffee
9297|251|yeast
9297|438|dark
9297|472|fermented
9297|738|rye
9298|165|garlic
9298|790|sulfury
9303|57|meaty
9303|751|savory
9304|69|apple
9304|81|fruity
9305|184|meat
9305|751|savory
9307|21|spicy
9307|81|fruity
9307|531|herbal
9308|531|herbal
9309|46|lemon
9309|50|citrus
9311|59|green
9311|81|fruity
9311|512|grassy
9313|62|brandy
9313|81|fruity
9313|362|caramellic
9314|39|caramel
9314|81|fruity
9314|155|ester
9315|33|floral
9315|81|fruity
9316|50|citrus
9316|59|green
9318|67|musty
9318|68|earthy
9318|97|hazelnut
9318|140|cocoa
9319|103|minty
9319|413|cool
9320|184|meat
9320|200|onion
9320|711|roasted
9320|790|sulfury
9321|103|minty
9322|46|lemon
9322|47|lime
9322|54|woody
9322|210|pine
9322|398|citronellol
9325|33|floral
9325|81|fruity
9326|50|citrus
9326|54|woody
9326|68|earthy
9326|571|lemon rind
9327|81|fruity
9328|57|meaty
9328|711|roasted
9329|46|lemon
9329|50|citrus
9329|59|green
9329|271|aldehydic
9335|45|vanilla
9335|81|fruity
9339|59|green
9339|162|fresh
9339|531|herbal
9339|610|mild
9339|651|orchid
9339|848|waxy
9340|50|citrus
9340|81|fruity
9340|271|aldehydic
9341|18|fatty
9341|50|citrus
9342|81|fruity
9344|81|fruity
9360|103|minty
9360|111|seedy
9360|162|fresh
9360|479|fir needle
9360|510|grapefruit peel
9360|779|soupy
9360|790|sulfury
9360|814|tropical
9361|44|sweet
9361|135|camphor
9364|57|meaty
9364|711|roasted
9366|81|fruity
9366|95|sulfurous
9367|603|mentholic
9369|59|green
9369|81|fruity
9371|81|fruity
9372|57|meaty
9372|213|pungent
9373|57|meaty
9373|790|sulfury
9375|81|fruity
9375|85|pineapple
9375|699|red fruit
9375|814|tropical
9388|81|fruity
9388|162|fresh
9388|202|orris
9388|426|cumin
9388|531|herbal
9389|81|fruity
9390|59|green
9390|69|apple
9390|84|pear
9391|81|fruity
9391|85|pineapple
9392|44|sweet
9392|59|green
9392|64|rum
9392|81|fruity
9392|553|juicy
9393|59|green
9393|77|grape
9393|81|fruity
9393|183|marshmallow
9393|292|apple skin
9393|814|tropical
9394|39|caramel
9394|98|nutty
9395|72|berry
9395|81|fruity
9396|165|garlic
9396|196|mustard
9396|213|pungent
9397|19|sour
9397|44|sweet
9397|711|roasted
9398|81|fruity
9399|5|vegetable
9399|11|herbaceous
9399|18|fatty
9399|21|spicy
9399|33|floral
9399|50|citrus
9399|54|woody
9399|57|meaty
9399|59|green
9399|63|wine_like
9399|68|earthy
9399|77|grape
9399|81|fruity
9399|98|nutty
9399|231|sulfur
9399|790|sulfury
9401|81|fruity
9401|164|fruit
9402|95|sulfurous
9403|21|spicy
9403|57|meaty
9404|18|fatty
9404|33|floral
9404|613|milky
9404|848|waxy
9405|81|fruity
9405|814|tropical
9408|33|floral
9408|39|caramel
9408|44|sweet
9408|72|berry
9408|89|strawberry
9408|814|tropical
9409|59|green
9409|165|garlic
9409|200|onion
9409|273|alliaceous
9410|98|nutty
9410|410|cooked
9410|711|roasted
9411|81|fruity
9412|47|lime
9412|67|musty
9412|68|earthy
9412|72|berry
9412|135|camphor
9412|436|damp
9412|518|ground
9412|720|rooty
9457|57|meaty
9457|95|sulfurous
9458|95|sulfurous
9458|165|garlic
9458|273|alliaceous
9459|21|spicy
9459|39|caramel
9460|44|sweet
9460|54|woody
9460|81|fruity
9460|269|alcoholic
9483|34|rose
9483|69|apple
9483|81|fruity
9484|25|geranium
9484|44|sweet
9484|81|fruity
9484|531|herbal
9494|711|roasted
9495|711|roasted
9511|17|oily
9511|75|coconut
9511|83|peach
9511|162|fresh
9515|18|fatty
9515|323|bland
9515|848|waxy
9545|14|cheese
9545|59|green
9545|81|fruity
9545|98|nutty
9547|18|fatty
9547|59|green
9548|5|vegetable
9548|95|sulfurous
9548|200|onion
9548|213|pungent
9548|767|skunky
9548|791|sweaty
9549|95|sulfurous
9549|200|onion
9550|57|meaty
9550|751|savory
9552|7|tomato
9552|17|oily
9552|21|spicy
9552|59|green
9552|265|acrylate
9552|605|metallic
9553|18|fatty
9553|44|sweet
9553|81|fruity
9554|44|sweet
9554|59|green
9556|33|floral
9556|34|rose
9556|44|sweet
9556|84|pear
9557|5|vegetable
9557|59|green
9557|81|fruity
9559|44|sweet
9559|59|green
9559|67|musty
9559|96|almond
9559|98|nutty
9559|531|herbal
9560|17|oily
9560|59|green
9560|162|fresh
9560|482|fleshy
9560|531|herbal
9560|660|parsley
9560|691|pumpkin
9561|14|cheese
9561|59|green
9561|81|fruity
9561|249|wine
9561|434|dairy
9562|59|green
9562|69|apple
9562|81|fruity
9562|84|pear
9562|85|pineapple
9562|498|galbanum
9563|44|sweet
9563|81|fruity
9563|85|pineapple
9563|249|wine
9563|814|tropical
9564|18|fatty
9564|44|sweet
9564|59|green
9565|59|green
9565|512|grassy
9565|610|mild
9566|44|sweet
9566|59|green
9567|18|fatty
9567|59|green
9569|59|green
9570|5|vegetable
9570|59|green
9571|44|sweet
9571|59|green
9571|69|apple
9571|81|fruity
9571|85|pineapple
9571|162|fresh
9571|245|warm
9571|531|herbal
9572|84|pear
9574|67|musty
9574|107|fishy
9574|283|ammoniacal
9575|59|green
9575|162|fresh
9576|81|fruity
9576|434|dairy
9577|59|green
9577|437|dank
9577|484|foliage
9577|568|leaves
9577|591|mallow
9580|21|spicy
9580|81|fruity
9580|531|herbal
9582|5|vegetable
9582|59|green
9582|62|brandy
9582|81|fruity
9583|33|floral
9583|57|meaty
9583|59|green
9583|81|fruity
9583|499|gassy
9600|456|egg
9600|732|rotten
9601|350|buttery
9602|15|creamy
9602|18|fatty
9602|44|sweet
9602|81|fruity
9602|83|peach
9602|434|dairy
9602|848|waxy
9604|21|spicy
9604|44|sweet
9604|54|woody
9605|19|sour
9605|381|cheesy
9605|613|milky
9606|40|chocolate
9606|44|sweet
9607|81|fruity
9607|103|minty
9608|57|meaty
9608|344|brown
9608|410|cooked
9608|711|roasted
9609|98|nutty
9609|344|brown
9610|15|creamy
9610|44|sweet
9610|81|fruity
9611|20|coumarin
9611|45|vanilla
9611|98|nutty
9612|103|minty
9612|322|blackcurrant
9612|346|buchu
9612|568|leaves
9613|643|odorless
9635|44|sweet
9635|81|fruity
9635|279|ambrette
9635|622|musk
9635|848|waxy
9636|59|green
9637|37|balsam
9637|54|woody
9637|135|camphor
9637|195|must
9637|531|herbal
9638|21|spicy
9638|37|balsam
9638|54|woody
9638|68|earthy
9638|479|fir needle
9638|531|herbal
9639|54|woody
9639|531|herbal
9642|59|green
9643|44|sweet
9643|89|strawberry
9643|213|pungent
9643|453|dry
9644|18|fatty
9644|81|fruity
9645|21|spicy
9645|23|carnation
9645|33|floral
9645|37|balsam
9645|44|sweet
9645|684|powdery
9646|21|spicy
9646|23|carnation
9646|37|balsam
9646|610|mild
9648|107|fishy
9649|44|sweet
9649|72|berry
9649|81|fruity
9649|258|acetic
9649|460|ethereal
9649|509|grape skin
9650|410|cooked
9650|711|roasted
9650|751|savory
9651|107|fishy
9651|283|ammoniacal
9654|196|mustard
9654|213|pungent
9655|59|green
9655|273|alliaceous
9655|498|galbanum
9656|48|melon
9656|81|fruity
9656|102|tobacco
9658|18|fatty
9658|81|fruity
9659|18|fatty
9659|81|fruity
9683|410|cooked
9683|711|roasted
9684|410|cooked
9684|711|roasted
9754|643|odorless
9758|44|sweet
9758|72|berry
9758|79|jam
9758|81|fruity
9758|89|strawberry
9758|359|candy
9758|417|cotton
9758|814|tropical
9777|21|spicy
9777|531|herbal
9778|103|minty
9778|413|cool
9779|59|green
9779|103|minty
9779|162|fresh
9781|323|bland
9781|643|odorless
9783|34|rose
9783|48|melon
9783|49|orange
9783|80|mango
9783|88|raspberry
9783|101|camphoraceous
9783|190|mint
9783|531|herbal
9784|103|minty
9785|103|minty
9785|413|cool
9786|103|minty
9788|44|sweet
9788|81|fruity
9788|603|mentholic
9788|610|mild
9788|827|valerian
9789|81|fruity
9790|81|fruity
9790|95|sulfurous
9791|95|sulfurous
9792|95|sulfurous
9793|33|floral
9793|46|lemon
9793|78|grapefruit
9793|160|flower
9794|57|meaty
9794|213|pungent
9795|78|grapefruit
9795|95|sulfurous
9798|95|sulfurous
9798|133|cabbage
9799|33|floral
9799|81|fruity
9800|95|sulfurous
9801|6|potato
9801|68|earthy
9801|104|pepper
9801|312|bell
9801|498|galbanum
9801|697|raw
9802|57|meaty
9802|751|savory
9803|57|meaty
9805|5|vegetable
9805|67|musty
9805|68|earthy
9805|98|nutty
9805|99|peanut
9805|141|coffee
9806|81|fruity
9806|266|acrylic
9806|294|aromatic
9807|42|honey
9807|44|sweet
9807|98|nutty
9807|131|burnt
9807|289|anisic
9807|418|coumarinic
9807|525|hawthorn
9807|675|phenolic
9807|684|powdery
9808|81|fruity
9809|81|fruity
9809|89|strawberry
9809|684|powdery
9809|835|very mild
9817|57|meaty
9817|102|tobacco
9817|131|burnt
9817|361|capers
9817|675|phenolic
9817|684|powdery
9819|33|floral
9819|44|sweet
9819|81|fruity
9819|531|herbal
9820|81|fruity
9821|107|fishy
9822|33|floral
9822|81|fruity
9823|15|creamy
9823|33|floral
9823|36|anise
9823|37|balsam
9823|44|sweet
9823|45|vanilla
9823|75|coconut
9823|123|bitter
9823|684|powdery
9826|622|musk
9826|641|oakmoss
9826|663|patchouli
9828|49|orange
9828|81|fruity
9828|176|leaf
9831|77|grape
9831|81|fruity
9833|9|clove
9833|74|cherry
9833|390|cinnamate
9835|21|spicy
9835|44|sweet
9836|21|spicy
9836|33|floral
9838|58|leafy
9838|59|green
9838|81|fruity
9839|17|oily
9839|59|green
9839|531|herbal
9840|18|fatty
9840|50|citrus
9840|59|green
9843|30|lavender
9843|44|sweet
9843|81|fruity
9843|531|herbal
9843|657|painty
9844|95|sulfurous
9844|711|roasted
9846|200|onion
9846|213|pungent
9846|273|alliaceous
9847|39|caramel
9847|59|green
9847|103|minty
9847|190|mint
9848|18|fatty
9848|44|sweet
9848|59|green
9848|69|apple
9848|81|fruity
9848|818|tutti frutti
9849|44|sweet
9849|410|cooked
9850|57|meaty
9850|410|cooked
9850|711|roasted
9851|22|blossom
9851|44|sweet
9851|49|orange
9851|633|neroli
9851|684|powdery
9852|15|creamy
9852|75|coconut
9852|434|dairy
9853|81|fruity
9853|665|pear skin
9857|33|floral
9857|44|sweet
9857|67|musty
9857|68|earthy
9858|2|corn
9858|107|fishy
9858|116|amine
9858|385|chip
9858|757|seafood
9858|794|taco
9860|103|minty
9860|413|cool
9862|98|nutty
9862|711|roasted
9863|98|nutty
9863|711|roasted
9864|98|nutty
9864|344|brown
9865|98|nutty
9865|711|roasted
9866|98|nutty
9866|711|roasted
9867|98|nutty
9867|711|roasted
9868|98|nutty
9868|711|roasted
9869|57|meaty
9869|95|sulfurous
9870|18|fatty
9870|59|green
9870|410|cooked
9870|711|roasted
9871|5|vegetable
9871|21|spicy
9871|59|green
9871|790|sulfury
9871|814|tropical
9872|95|sulfurous
9872|213|pungent
9873|410|cooked
9873|434|dairy
9873|711|roasted
9874|213|pungent
9875|44|sweet
9875|54|woody
9875|74|cherry
9875|96|almond
9875|231|sulfur
9875|261|acetophenone
9875|496|furfural
9878|81|fruity
9878|144|cooked meat
9878|157|fat
9878|184|meat
9878|185|meat broth
9878|232|sweat
9878|233|tallow
9878|342|broth
9878|410|cooked
9880|33|floral
9880|179|lilac
9891|323|bland
9912|103|minty
9912|187|menthol
9942|81|fruity
9943|18|fatty
9943|33|floral
9943|81|fruity
9943|531|herbal
9944|3|cucumber
9944|59|green
9945|81|fruity
9945|103|minty
9946|81|fruity
9946|460|ethereal
9946|531|herbal
9955|50|citrus
9955|54|woody
9955|59|green
9955|800|terpene
9955|814|tropical
9957|59|green
9957|81|fruity
9957|512|grassy
9958|68|earthy
9959|54|woody
9959|59|green
9960|166|gasoline
9961|17|oily
9961|18|fatty
9963|75|coconut
9963|81|fruity
9964|17|oily
9964|30|lavender
9964|59|green
9964|81|fruity
9964|162|fresh
9964|531|herbal
9965|48|melon
9965|84|pear
9965|532|honeydew
9967|50|citrus
9967|59|green
9967|67|musty
9967|81|fruity
9967|531|herbal
9968|5|vegetable
9968|59|green
9968|81|fruity
9969|21|spicy
9969|33|floral
10000|59|green
10000|303|bark
10000|610|mild
10012|44|sweet
10012|294|aromatic
10035|848|waxy
10036|5|vegetable
10036|18|fatty
10036|95|sulfurous
10036|184|meat
10036|217|roast
10037|711|roasted
10039|5|vegetable
10039|59|green
10039|94|plastic
10039|184|meat
10039|265|acrylate
10039|410|cooked
10039|605|metallic
10039|789|sulfide
10039|850|weedy
10040|71|banana
10040|317|bergamot
10041|107|fishy
10041|283|ammoniacal
10042|44|sweet
10042|59|green
10042|70|apricot
10042|81|fruity
10042|83|peach
10042|556|ketone
10043|81|fruity
10043|434|dairy
10043|613|milky
10043|814|tropical
10044|84|pear
10074|33|floral
10074|57|meaty
10074|95|sulfurous
10074|814|tropical
10076|410|cooked
10076|711|roasted
10077|27|hyacinth
10077|33|floral
10077|58|leafy
10077|59|green
10077|66|mushroom
10077|68|earthy
10077|100|walnut
10078|20|coumarin
10078|44|sweet
10078|75|coconut
10078|560|lactonic
10078|675|phenolic
10078|684|powdery
10078|812|tonka
10079|37|balsam
10079|81|fruity
10079|610|mild
10079|848|waxy
10105|54|woody
10105|396|citric
10105|531|herbal
10136|37|balsam
10136|40|chocolate
10136|81|fruity
10136|236|tea
10136|856|ylang
10137|59|green
10137|81|fruity
10137|381|cheesy
10138|64|rum
10138|81|fruity
10139|13|butter
10139|72|berry
10139|81|fruity
10142|211|popcorn
10142|217|roast
10143|57|meaty
10143|98|nutty
10143|410|cooked
10143|711|roasted
10145|184|meat
10145|410|cooked
10145|711|roasted
10146|273|alliaceous
10146|711|roasted
10147|18|fatty
10147|59|green
10147|98|nutty
10147|102|tobacco
10147|711|roasted
10158|21|spicy
10158|33|floral
10158|44|sweet
10158|50|citrus
10158|119|balsamic
10158|453|dry
10158|455|dusty
10158|684|powdery
10158|848|waxy
10162|57|meaty
10162|410|cooked
10162|711|roasted
10217|643|odorless
10231|44|sweet
10231|54|woody
10231|441|deep
10231|744|sandalwood
10232|33|floral
10232|54|woody
10232|98|nutty
10232|123|bitter
10232|202|orris
10232|366|cashew
10232|684|powdery
10233|33|floral
10233|42|honey
10233|743|sandal
10262|643|odorless
10274|344|brown
10274|410|cooked
10274|711|roasted
10330|184|meat
10330|200|onion
10330|711|roasted
10330|790|sulfury
10377|18|fatty
10377|33|floral
10377|59|green
10377|229|spice
10377|317|bergamot
10377|531|herbal
10378|50|citrus
10378|59|green
10378|104|pepper
10378|848|waxy
10379|50|citrus
10379|81|fruity
10381|13|butter
10381|711|roasted
10390|103|minty
10390|357|camphoreous
10399|20|coumarin
10399|44|sweet
10399|74|cherry
10399|139|chemical
10399|684|powdery
10402|59|green
10402|69|apple
10402|81|fruity
10402|610|mild
10403|48|melon
10403|49|orange
10403|50|citrus
10403|182|mandarin
10403|441|deep
10404|34|rose
10404|50|citrus
10404|489|fresh air
10404|735|rue
10404|848|waxy
10405|59|green
10405|71|banana
10405|81|fruity
10405|84|pear
10405|223|sharp
10406|81|fruity
10407|81|fruity
10408|15|creamy
10408|75|coconut
10408|560|lactonic
10411|54|woody
10411|848|waxy
10413|107|fishy
10413|283|ammoniacal
10415|643|odorless
10417|54|woody
10417|56|beef
10417|81|fruity
10417|135|camphor
10417|414|cooling
10417|850|weedy
10418|33|floral
10418|34|rose
10418|42|honey
10418|81|fruity
10418|86|plum
10418|102|tobacco
10418|322|blackcurrant
10419|33|floral
10419|34|rose
10419|59|green
10420|81|fruity
10421|33|floral
10421|50|citrus
10421|78|grapefruit
10422|44|sweet
10422|50|citrus
10422|162|fresh
10422|210|pine
10422|478|fir
10422|531|herbal
10423|610|mild
10423|675|phenolic
10424|107|fishy
10424|283|ammoniacal
10426|95|sulfurous
10426|410|cooked
10426|711|roasted
10428|531|herbal
10439|18|fatty
10439|33|floral
